room_id,survey_id,host_id,room_type,country,city,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,bathrooms,price,minstay,name,property_type,last_modified,latitude,longitude,location
7739955,1438,38614070,Shared room,,New York,Queens,Jackson Heights,6,5.0,4,1.0,,85.0,,"Room TO SHARE by DAY,week,month",House,2017-07-15 21:30:31.858764,40.749909,-73.87688,0101000020E61000000EA14ACD1E7852C0F0FCA204FD5F4440
7383173,1438,32628813,Shared room,,New York,Brooklyn,Cypress Hills,14,4.0,6,1.0,,90.0,,Spacious Room: Close to Manhattan,House,2017-07-15 21:30:30.332828,40.678527,-73.889584,0101000020E6100000DFC2BAF1EE7852C0FC3905F9D9564440
10250852,1438,35553123,Shared room,,New York,Brooklyn,Sheepshead Bay,3,4.5,6,1.0,,239.0,,COZY COUCH,Apartment,2017-07-15 21:30:23.607950,40.583041,-73.957976,0101000020E61000009696917A4F7D52C0139D6516A14A4440
2188359,1438,5029659,Shared room,,New York,Manhattan,Hell's Kitchen,35,5.0,2,1.0,,165.0,,1 Bdrm Apt 1 Block from Times Sq.,Apartment,2017-07-15 21:30:21.832749,40.758374,-73.991955,0101000020E6100000A306D3307C7F52C08011346612614440
19661354,1438,70038324,Shared room,,New York,Manhattan,Upper East Side,0,0.0,2,1.0,,159.0,,NYC Upper East / Midtown East Luxury 1BR,Apartment,2017-07-15 21:30:19.986579,40.76196,-73.959733,0101000020E610000016F9F5436C7D52C01A6EC0E787614440
19784887,1438,47733373,Shared room,,New York,Brooklyn,Williamsburg,0,0.0,2,1.0,,125.0,,Mansion WIlliamsburg Apartment - Girls Share only,Other,2017-07-15 21:30:17.668695,40.720139,-73.96176,0101000020E610000076A6D0798D7D52C07EC9C6832D5C4440
14911027,1438,539240,Shared room,,New York,Brooklyn,Bedford-Stuyvesant,1,0.0,2,1.0,,100.0,,Awesome room in an awesome brownstone in Brooklyn!,Apartment,2017-07-15 21:30:15.585111,40.681687,-73.930195,0101000020E6100000C6F99B50887B52C0DE8D058541574440
3120957,1438,8703,Shared room,,New York,Manhattan,Harlem,8,5.0,2,1.0,,110.0,,"Clean, Safe, Convenient, Comfy",Apartment,2017-07-15 21:30:14.729270,40.806989,-73.942271,0101000020E6100000083E062B4E7C52C0AA9D616A4B674440
19160115,1438,27120086,Shared room,,New York,Manhattan,Chelsea,1,0.0,2,1.0,,109.0,,Ideally Located Room with Beautiful City Views!,Apartment,2017-07-15 21:30:14.722161,40.747321,-73.994449,0101000020E61000008E226B0DA57F52C0984EEB36A85F4440
1472002,1438,3003563,Shared room,,New York,Manhattan,Theater District,12,4.5,2,1.0,,110.0,,AT MANHATTAN'S HEART BY CTRL PARK SHARED STUDIO,Apartment,2017-07-15 21:30:14.712722,40.760353,-73.980258,0101000020E61000001DE90C8CBC7E52C02F35423F53614440
15144508,1438,47666490,Shared room,,New York,Manhattan,Hell's Kitchen,10,5.0,2,1.0,,105.0,,CLEAN SAFE QUIET CONVENIENT 1Br apt to share,Condominium,2017-07-15 21:30:13.696514,40.765339,-73.985157,0101000020E61000003B1BF2CF0C7F52C03AADDBA0F6614440
16274130,1438,28230496,Shared room,,New York,Manhattan,East Village,22,4.5,2,1.0,,117.0,,Save money at a luxury place !,Apartment,2017-07-15 21:30:13.688376,40.722735,-73.985,0101000020E6100000D7A3703D0A7F52C058569A94825C4440
10849426,1438,56193545,Shared room,,New York,Manhattan,Upper East Side,0,0.0,2,1.0,,80.0,,Charming Loft on Upper East Side,Apartment,2017-07-15 21:30:12.736884,40.775157,-73.955498,0101000020E61000002E5915E1267D52C0FB21365838634440
4987370,1438,25711730,Shared room,,New York,Brooklyn,Williamsburg,0,0.0,2,1.0,,85.0,,1 Bedroom in a Williamsburg Loft,Apartment,2017-07-15 21:30:12.721622,40.711599,-73.967744,0101000020E61000009DB98784EF7D52C0E36E10AD155B4440
4809056,1438,5715779,Shared room,,New York,Brooklyn,Bushwick,0,0.0,2,1.0,,95.0,,Entire Basement + Yard Access. ,Apartment,2017-07-15 21:30:10.813831,40.704684,-73.928627,0101000020E6100000B0CBF09F6E7B52C0DA01D715335A4440
16242765,1438,104177785,Shared room,,New York,Queens,Jackson Heights,10,5.0,3,1.0,,81.0,,Room 20 mins from Manhattan,Apartment,2017-07-15 21:30:10.809445,40.754185,-73.885864,0101000020E61000000A2DEBFEB17852C01F11532289604440
15230907,1438,96424121,Shared room,,New York,Queens,St. Albans,4,5.0,3,1.0,,88.0,,LOVELY SHARED BED ROOM 12 MINS from JFK,House,2017-07-15 21:30:10.034088,40.704903,-73.767673,0101000020E61000006C41EF8D217152C018EDF1423A5A4440
1526741,1438,6486116,Shared room,,New York,Manhattan,East Harlem,101,4.5,3,1.0,,85.0,,Comfy Couch in a nice and safe apt!!,Apartment,2017-07-15 21:30:07.861086,40.79004,-73.948464,0101000020E6100000BC5B59A2B37C52C01344DD0720654440
12489666,1438,67617579,Shared room,,New York,Queens,Arverne,5,5.0,2,1.0,,90.0,,Roof-Top Terrace Room,House,2017-07-15 21:30:07.856265,40.590844,-73.793082,0101000020E6100000F64201DBC17252C0D784B4C6A04B4440
4047932,1438,20989479,Shared room,,New York,Manhattan,Upper West Side,33,4.0,2,1.0,,85.0,,Central Park Housing,Apartment,2017-07-15 21:30:06.963400,40.77222,-73.989227,0101000020E61000007E54C37E4F7F52C097A8DE1AD8624440
12970866,1438,25749667,Shared room,,New York,Brooklyn,Flatbush,1,0.0,2,1.0,,85.0,,Airy and bright room. Prospect Park,Apartment,2017-07-15 21:30:06.950019,40.65255,-73.962273,0101000020E6100000B9347EE1957D52C09D8026C286534440
6761084,1438,29239547,Shared room,,New York,Manhattan,Washington Heights,4,4.5,2,1.0,,89.0,,hudson heights mhttnfullapt lowprce,Apartment,2017-07-15 21:30:06.937063,40.853222,-73.935631,0101000020E6100000EC87D860E17B52C0261DE560366D4440
2581033,1438,13217673,Shared room,,New York,Queens,Rockaway Park,0,0.0,4,1.0,,75.0,,  apt is  next to ocean front beach,Apartment,2017-07-15 21:28:13.691313,40.578436,-73.840059,0101000020E610000078EDD286C37552C01F6ADB300A4A4440
2485482,1438,12718658,Shared room,,New York,Queens,Jackson Heights,0,0.0,2,1.0,,75.0,,Shared Apt in NYC Close to Metro,Apartment,2017-07-15 21:28:13.688751,40.75484,-73.876397,0101000020E6100000005471E3167852C038DBDC989E604440
2028432,1438,10243387,Shared room,,New York,Queens,Long Island City,23,5.0,2,1.0,,75.0,,Beautiful sunny room with backyard!,Apartment,2017-07-15 21:28:13.681840,40.758323,-73.928738,0101000020E61000005B238271707B52C0FD6662BA10614440
923729,1438,4887492,Shared room,,New York,Manhattan,Financial District,26,5.0,4,1.0,,79.0,,Fun & Vibrant PermaGO® Shared Room %,Apartment,2017-07-15 21:28:13.679563,40.71008,-74.009573,0101000020E61000002D7B12D89C8052C097C5C4E6E35A4440
12647229,1438,68690066,Shared room,,New York,Manhattan,Upper West Side,0,0.0,2,1.0,,70.0,,Private Room Upper West Side NYC,Apartment,2017-07-15 21:28:12.618900,40.801664,-73.965402,0101000020E61000008D5F7825C97D52C0B6300BED9C664440
6886187,1438,16978260,Shared room,,New York,Manhattan,Harlem,0,0.0,1,1.0,,75.0,,"BEAUTIFUL, HUGE STUDIO IN HARLEM!",Bed & Breakfast,2017-07-15 21:28:12.609759,40.811603,-73.943092,0101000020E6100000A1478C9E5B7C52C0F12A6B9BE2674440
17423307,1438,74106432,Shared room,,New York,Manhattan,Upper East Side,6,4.0,2,1.0,,80.0,,Bed in a shared room in apt in Manhattan.,Apartment,2017-07-15 21:28:12.602201,40.771106,-73.947491,0101000020E610000047904AB1A37C52C0ECDFF599B3624440
8521368,1438,651596,Shared room,,New York,Queens,Long Island City,0,0.0,1,1.0,,75.0,,Unfurnished Studio at the moment,Apartment,2017-07-15 21:28:12.599573,40.742785,-73.957832,0101000020E6100000FCC3961E4D7D52C0CC7A3194135F4440
12175107,1438,65411515,Shared room,,New York,Queens,St. Albans,10,3.5,2,1.0,,65.0,,Charming vantage room,House,2017-07-15 21:28:11.759248,40.699856,-73.754737,0101000020E610000032056B9C4D7052C066F4A3E194594440
5251719,1438,27181498,Shared room,,New York,Manhattan,Financial District,0,0.0,2,1.0,,75.0,,1 Bedroom in Luxury Wall street Apt,Apartment,2017-07-15 21:28:11.754543,40.705731,-74.008546,0101000020E6100000BEA085048C8052C0FE62B664555A4440
5730475,1438,29713679,Shared room,,New York,Queens,East Elmhurst,1,0.0,1,1.0,,62.0,,One night of sleep Tveo,House,2017-07-15 21:28:11.751954,40.766577,-73.87722,0101000020E61000006AD95A5F247852C0D26EF4311F624440
99070,1438,522065,Shared room,,New York,Manhattan,East Harlem,111,5.0,1,1.0,,62.0,,Comfortable Cozy Space in El Barrio,Apartment,2017-07-15 21:28:11.749020,40.794065,-73.941023,0101000020E61000002A7288B8397C52C0FAF202ECA3654440
8089062,1438,18655157,Shared room,,New York,Manhattan,Midtown,26,4.0,1,1.0,,69.0,,Cozy bed in Midtown,Apartment,2017-07-15 21:28:11.746328,40.744746,-73.985116,0101000020E61000000CB1FA230C7F52C0D5E940D6535F4440
4966559,1438,25602663,Shared room,,New York,Queens,Long Island City,0,0.0,3,1.0,,65.0,,cozy room 5 minutes to manhattan,Apartment,2017-07-15 21:28:11.744037,40.752022,-73.935879,0101000020E6100000D8800871E57B52C0AEEFC34142604440
7454853,1438,39042625,Shared room,,New York,Bronx,Kingsbridge,1,0.0,1,1.0,,65.0,,Lovely Livingroom w Tempurpedic Bed,Apartment,2017-07-15 21:28:11.741805,40.883679,-73.897505,0101000020E6100000C6BFCFB8707952C0BC94BA641C714440
9284005,1438,48179293,Shared room,,New York,Manhattan,Upper East Side,14,5.0,3,1.0,,65.0,,Private bed in Quiet & Luxury Apt (Females Only),Apartment,2017-07-15 21:28:11.738014,40.76543,-73.95469,0101000020E61000005EF415A4197D52C04BB0389CF9614440
12386045,1438,4515350,Shared room,,New York,Queens,Forest Hills,0,0.0,1,1.0,,75.0,,Right on 71st Ave. & Austin Street,Apartment,2017-07-15 21:28:11.735211,40.721111,-73.843834,0101000020E61000002F505260017652C097E4805D4D5C4440
3038732,1438,12154765,Shared room,,New York,Brooklyn,Boerum Hill,0,0.0,1,1.0,,80.0,,Cozy studio in Boerum Hill Brooklyn,Apartment,2017-07-15 21:28:11.728421,40.682867,-73.981339,0101000020E610000085D21742CE7E52C04242942F68574440
8274605,1438,43632142,Shared room,,New York,Queens,Astoria,2,0.0,2,1.0,,75.0,,Spacious & comfortable: Astoria NYC,Apartment,2017-07-15 21:28:09.746197,40.762029,-73.920918,0101000020E61000000E130D52F07A52C042CD902A8A614440
7203672,1438,36489857,Shared room,,New York,Manhattan,Upper West Side,9,5.0,2,1.0,,65.0,,Upper West Side Charm Central Park,Apartment,2017-07-15 21:28:09.743415,40.789863,-73.975431,0101000020E61000004B2025766D7E52C004A9143B1A654440
1005416,1438,5529633,Shared room,,New York,Manhattan,Harlem,23,4.5,2,1.0,,80.0,,South Harlem Gem! 113th St & 8th Ave,Apartment,2017-07-15 21:28:09.739832,40.801323,-73.955681,0101000020E6100000261AA4E0297D52C02C4487C091664440
9129846,1438,2053923,Shared room,,New York,Manhattan,Kips Bay,36,5.0,2,1.0,,65.0,,Great shared studio in Manhattan,Apartment,2017-07-15 21:28:09.726893,40.742672,-73.976031,0101000020E61000007638BA4A777E52C0D4D347E00F5F4440
13812391,1438,47101820,Shared room,,New York,Manhattan,Gramercy,5,5.0,2,1.0,,70.0,,Apartment with Loft Bed in the East Village,Apartment,2017-07-15 21:28:09.724659,40.732462,-73.984175,0101000020E61000009CA223B9FC7E52C008C89750C15D4440
17080066,1438,114601231,Shared room,,New York,Manhattan,Inwood,0,0.0,1,1.0,,80.0,,Renovated beautiful spacious apt,Apartment,2017-07-15 21:28:09.722590,40.867659,-73.919912,0101000020E6100000ABCC94D6DF7A52C0408A3A730F6F4440
923722,1438,4887492,Shared room,,New York,Manhattan,Financial District,22,5.0,4,1.0,,79.0,,Fun & Vibrant PermaGO® Shared Room $,Apartment,2017-07-15 21:28:09.720351,40.710325,-74.00979,0101000020E6100000FB743C66A08052C0FE43FAEDEB5A4440
15164619,1438,94432806,Shared room,,New York,Bronx,Kingsbridge,0,0.0,1,1.0,,80.0,,Nice room in the Bronx,Apartment,2017-07-15 21:28:09.715097,40.870755,-73.903369,0101000020E610000018CE35CCD07952C00CEA5BE6746F4440
12783482,1438,69568576,Shared room,,New York,Manhattan,Washington Heights,0,0.0,2,1.0,,80.0,,"Sunny room in historic bldg, double",Apartment,2017-07-15 21:28:09.710824,40.853497,-73.937908,0101000020E610000008AA46AF067C52C0F71DC3633F6D4440
18889519,1438,46219672,Shared room,,New York,Manhattan,West Village,0,0.0,1,1.0,,80.0,,nice luxury building in Chelsea,Bungalow,2017-07-15 21:28:09.707217,40.738392,-74.001193,0101000020E6100000FCFECD8B138052C063D009A1835E4440
9633740,1438,6753765,Shared room,,New York,Manhattan,East Village,2,0.0,2,1.0,,70.0,,1 Bedroom within Full Apartment,Apartment,2017-07-15 21:28:09.704286,40.724216,-73.984651,0101000020E610000051BEA085047F52C0B69E211CB35C4440
6326582,1438,32924087,Shared room,,New York,Manhattan,Washington Heights,2,0.0,1,1.0,,63.0,,"Sunny, Quiet, Open Space Uptown",Apartment,2017-07-15 21:28:09.701618,40.832701,-73.940279,0101000020E61000006687F8872D7C52C05A2C45F2956A4440
15859962,1438,102792338,Shared room,,New York,Manhattan,Kips Bay,0,0.0,2,1.0,,65.0,,1 Bd Kips Bay  Luxury/Doorman. - Pool & Gym.,Apartment,2017-07-15 21:28:07.504273,40.74411,-73.980113,0101000020E61000009B58E02BBA7E52C0335019FF3E5F4440
19486734,1438,128267142,Shared room,,New York,Manhattan,Inwood,0,0.0,2,1.0,,75.0,,Be Inspired by NYC Flat with Caribbean Soul,Apartment,2017-07-15 21:28:07.502034,40.866755,-73.928286,0101000020E61000006BD5AE09697B52C07E52EDD3F16E4440
18108416,1438,33129786,Shared room,,New York,Brooklyn,Bedford-Stuyvesant,0,0.0,4,1.0,,75.0,,Large shared bedroom in shared apt in Bed-Stuy,Apartment,2017-07-15 21:28:07.499972,40.680168,-73.920287,0101000020E6100000C6FB71FBE57A52C093E4B9BE0F574440
12658083,1438,47899361,Shared room,,New York,Queens,Astoria,12,5.0,2,1.0,,70.0,,Sunny room Astoria NY!,Apartment,2017-07-15 21:28:07.497243,40.768337,-73.910199,0101000020E610000086764EB3407A52C044A7E7DD58624440
5487204,1438,6834165,Shared room,,New York,Brooklyn,Crown Heights,2,0.0,1,1.0,,70.0,,Spacious Room in  Brooklyn,Apartment,2017-07-15 21:28:07.490212,40.670442,-73.942922,0101000020E6100000732B84D5587C52C0B3EE1F0BD1554440
17453,1438,67744,Shared room,,New York,Manhattan,Lower East Side,0,0.0,1,1.0,,75.0,,Couch for female in LES apartment,Apartment,2017-07-15 21:28:07.487557,40.719953,-73.985436,0101000020E610000045132862117F52C01BD47E6B275C4440
13995350,1438,5822377,Shared room,,New York,Manhattan,East Village,1,0.0,1,1.0,,79.0,,East Village Cozy Single Bed - Female Only,Apartment,2017-07-15 21:28:07.485495,40.726081,-73.987981,0101000020E61000007104A9143B7F52C09D9FE238F05C4440
12170504,1438,36871055,Shared room,,New York,Manhattan,Kips Bay,1,0.0,1,1.0,,79.0,,2nd Ave & 32nd St. TreeLined Quiet,Apartment,2017-07-15 21:28:07.483265,40.742403,-73.976424,0101000020E6100000E3C116BB7D7E52C0E5B9BE0F075F4440
13328523,1438,49032950,Shared room,,New York,Manhattan,Lower East Side,10,4.5,1,1.0,,80.0,,Sunny Lower East Side Apartment,Apartment,2017-07-15 21:28:07.478960,40.721024,-73.985723,0101000020E61000008FFAEB15167F52C0C8D0B1834A5C4440
13252064,1438,41044972,Shared room,,New York,Manhattan,Chelsea,3,5.0,1,1.0,,65.0,,1st Time/Solo Guests: Charming NYC Apt. Share!!!,Apartment,2017-07-15 21:28:07.476728,40.744867,-74.002772,0101000020E61000000C569C6A2D8052C0506F46CD575F4440
13532669,1438,77809736,Shared room,,New York,Manhattan,Morningside Heights,1,0.0,1,1.0,,70.0,,뉴욕의 꿈꾸는 집 (for women),Apartment,2017-07-15 21:28:07.474561,40.810049,-73.959905,0101000020E6100000159161156F7D52C0299485AFAF674440
8286902,1438,12386614,Shared room,,New York,Manhattan,East Harlem,1,0.0,1,1.0,,70.0,,Cozy Futon in the living room,Apartment,2017-07-15 21:28:07.471867,40.800067,-73.945002,0101000020E6100000E529ABE97A7C52C0EECD6F9868664440
6550596,1438,34262042,Shared room,,New York,Manhattan,Harlem,14,4.5,3,1.0,,65.0,,Studio-Heart of Harlem****,Apartment,2017-07-15 21:28:06.140242,40.81781,-73.934702,0101000020E61000005F605628D27B52C0BF2B82FFAD684440
15164235,1438,96217002,Shared room,,New York,Bronx,University Heights,0,0.0,1,1.0,,68.0,,Tika,Apartment,2017-07-15 21:28:06.137372,40.856504,-73.90622,0101000020E6100000CBBE2B82FF7952C054724EECA16D4440
6072842,1438,31522185,Shared room,,New York,Queens,Astoria,4,4.0,3,1.0,,65.0,,Convenient and cozy space!,Apartment,2017-07-15 21:28:06.127243,40.766022,-73.917416,0101000020E6100000F03499F1B67A52C01D0247020D624440
1745874,1438,9188947,Shared room,,New York,Queens,Woodside,4,5.0,2,1.0,,64.0,,Cozy comfy studio in woodside queens,Apartment,2017-07-15 21:28:06.124337,40.744962,-73.909358,0101000020E6100000C896E5EB327A52C0A26131EA5A5F4440
13622647,1438,44700210,Shared room,,New York,Manhattan,Upper East Side,6,4.0,2,1.0,,75.0,,An urban nest; 7-min from Central Park/The Met,Apartment,2017-07-15 21:28:06.119482,40.77775,-73.953606,0101000020E61000003DD175E1077D52C0643BDF4F8D634440
19717336,1438,11700424,Shared room,,New York,Queens,Sunnyside,0,0.0,1,1.0,,65.0,,Converted living room bedroom-15 min to manhattan,Apartment,2017-07-15 21:28:06.113833,40.742624,-73.925424,0101000020E6100000BFBB95253A7B52C0C39CA04D0E5F4440
12905205,1438,63432180,Shared room,,New York,Brooklyn,Bushwick,5,4.5,1,1.0,,70.0,,Cozy bedroom,Apartment,2017-07-15 21:28:06.111342,40.692593,-73.926804,0101000020E61000005473B9C1507B52C022382EE3A6584440
14088100,1438,6028102,Shared room,,New York,Manhattan,Upper East Side,17,4.5,2,1.0,,70.0,,Spacious and charming duplex in the heart of UES,Apartment,2017-07-15 21:28:06.106205,40.770817,-73.955633,0101000020E61000009E7E5017297D52C0B519A721AA624440
13707310,1438,7747816,Shared room,,New York,Brooklyn,Crown Heights,0,0.0,2,1.0,,70.0,,Beautiful spacious room available in Brooklyn,Apartment,2017-07-15 21:28:06.102906,40.670886,-73.960351,0101000020E6100000946B0A64767D52C011ACAA97DF554440
9821370,1438,50588394,Shared room,,New York,Manhattan,Harlem,20,4.5,3,1.0,,75.0,,sublet for maximum 4 weeks,Apartment,2017-07-15 21:28:06.097202,40.823912,-73.938806,0101000020E610000078D2C265157C52C01764CBF275694440
15521674,1438,8338942,Shared room,,New York,Manhattan,Nolita,2,0.0,1,1.0,,65.0,,Nice Room in Charming Apt.,Apartment,2017-07-15 21:28:04.919469,40.722282,-73.995821,0101000020E6100000E2EA0088BB7F52C0A73E90BC735C4440
15126325,1438,47733373,Shared room,,New York,Brooklyn,Williamsburg,2,0.0,4,1.0,,65.0,,Mansion Williamsburg Apartment - Girls Share only.,Apartment,2017-07-15 21:28:04.916737,40.720138,-73.961714,0101000020E6100000BE86E0B88C7D52C0AD4D637B2D5C4440
19551049,1438,137317075,Shared room,,New York,Manhattan,Hell's Kitchen,0,0.0,2,1.0,,75.0,,Full Bed(2 Guests)-Huge Apartment-Time Square,Apartment,2017-07-15 21:28:04.914165,40.761435,-73.98947,0101000020E6100000E197FA79537F52C0CF83BBB376614440
4040900,1438,3789165,Shared room,,New York,Manhattan,Theater District,38,4.5,1,1.0,,72.0,,Couch in times square ,Apartment,2017-07-15 21:28:04.909304,40.759736,-73.986597,0101000020E61000003B55BE67247F52C003CC7C073F614440
18517477,1438,14339686,Shared room,,New York,Manhattan,Upper West Side,1,0.0,1,1.0,,75.0,,fulton upper west by Ctral Park 近中央公园上西区以及各路地铁,Apartment,2017-07-15 21:28:04.894551,40.785042,-73.976425,0101000020E6100000CC7F48BF7D7E52C043FE99417C644440
8016946,1438,35657710,Shared room,,New York,Manhattan,Harlem,38,5.0,2,1.0,,69.0,,Stylish NY Pad Right Next to Subway,Apartment,2017-07-15 21:28:04.888900,40.826843,-73.94396,0101000020E6100000DC2E34D7697C52C098F6CDFDD5694440
9636155,1438,34610828,Shared room,,New York,Manhattan,Harlem,30,4.5,2,1.0,,75.0,,Cozy Riverview Bed Near Subway&Bus,Apartment,2017-07-15 21:28:04.881890,40.819341,-73.95619,0101000020E6100000C9B08A37327D52C0CFA2772AE0684440
18812330,1438,71849302,Shared room,,New York,Brooklyn,Williamsburg,0,0.0,1,1.0,,64.0,,A Room in a Loft,Loft,2017-07-15 21:28:04.879168,40.707981,-73.936517,0101000020E610000079C9FFE4EF7B52C03D98141F9F5A4440
17866018,1438,122283834,Shared room,,New York,Brooklyn,Bushwick,0,0.0,2,1.0,,65.0,,Beautiful Room in Styvesant Heights Brooklyn,House,2017-07-15 21:28:04.876127,40.697235,-73.925109,0101000020E61000000F0F61FC347B52C0335019FF3E594440
4493418,1438,23307922,Shared room,,New York,Brooklyn,Williamsburg,5,4.0,1,1.0,,65.0,,"Williamsburg Apt., McCarren Park",Apartment,2017-07-15 21:28:04.872349,40.717948,-73.949297,0101000020E6100000384C3448C17C52C0431D56B8E55B4440
17697427,1438,105880307,Shared room,,New York,Manhattan,Harlem,0,0.0,2,1.0,,75.0,,Oasis in THE MECCA (Harlem),Apartment,2017-07-15 21:28:04.869075,40.822575,-73.946945,0101000020E6100000168733BF9A7C52C0ECC039234A694440
11950302,1438,1212041,Shared room,,New York,Manhattan,East Village,4,5.0,1,1.0,,75.0,,East Village Couch Crash 9PM-9AM,Apartment,2017-07-15 21:28:02.681771,40.729819,-73.988227,0101000020E61000008C81751C3F7F52C0ED7F80B56A5D4440
12051607,1438,64532549,Shared room,,New York,Brooklyn,Bedford-Stuyvesant,0,0.0,1,1.0,,65.0,,Great Apt in Brooklyn: Arabs Only,Apartment,2017-07-15 21:28:02.673591,40.695649,-73.941226,0101000020E61000004609FA0B3D7C52C0603FC4060B594440
18870621,1438,43200701,Shared room,,New York,Manhattan,Upper East Side,1,0.0,1,1.0,,65.0,,Beautiful living room near Central park,Apartment,2017-07-15 21:28:02.671364,40.767812,-73.954884,0101000020E610000051DEC7D11C7D52C0F9BCE2A947624440
10405711,1438,9679291,Shared room,,New York,Brooklyn,Williamsburg,1,0.0,2,1.0,,68.0,,Williamsburg Luxury,Apartment,2017-07-15 21:28:02.668782,40.710773,-73.96259,0101000020E61000003A5D16139B7D52C09EF0129CFA5A4440
14547628,1438,8946866,Shared room,,New York,Manhattan,West Village,32,5.0,2,1.0,,80.0,,Comfy stay in the heart of NYC!,Apartment,2017-07-15 21:28:02.665984,40.735461,-74.002631,0101000020E61000002BBD361B2B8052C0E23D0796235E4440
7708195,1438,22902988,Shared room,,New York,Manhattan,Harlem,33,4.5,1,1.0,,70.0,,Large sunny livingroom,Apartment,2017-07-15 21:28:02.663785,40.807234,-73.949848,0101000020E6100000F20A444FCA7C52C0111C977153674440
19762569,1438,16617166,Shared room,,New York,Manhattan,West Village,0,0.0,2,1.0,,73.0,,Charming West Village Semi-Private Alcove,Apartment,2017-07-15 21:28:02.659870,40.737427,-73.998961,0101000020E6100000AF3E1EFAEE7F52C0FC170802645E4440
13056210,1438,72291606,Shared room,,New York,Brooklyn,Bushwick,23,5.0,1,1.0,,75.0,,Very large room for 1 adult,Apartment,2017-07-15 21:28:02.656914,40.690286,-73.918985,0101000020E6100000EF2076A6D07A52C07E71A94A5B584440
9792720,1438,20337316,Shared room,,New York,Manhattan,Hell's Kitchen,1,0.0,2,1.0,,65.0,,Semi-Private Room Next to TimeSqare,Apartment,2017-07-15 21:28:02.654146,40.766462,-73.993446,0101000020E6100000E415889E947F52C039D0436D1B624440
16207986,1438,105880307,Shared room,,New York,Manhattan,Harlem,19,4.5,2,1.0,,72.0,,Quiet and comfortable,Apartment,2017-07-15 21:28:02.651685,40.823613,-73.946863,0101000020E6100000B7B24467997C52C0BDC799266C694440
7949889,1438,14743478,Shared room,,New York,Manhattan,Midtown,82,5.0,1,1.0,,74.0,,Huge Sleeper sofa in NYC.,Apartment,2017-07-15 21:28:02.648094,40.759917,-73.968367,0101000020E6100000A4E194B9F97D52C05456D3F544614440
15936096,1438,60663396,Shared room,,New York,Manhattan,Chelsea,6,5.0,1,1.0,,68.0,,Chelsea city view luxury apartment,Apartment,2017-07-15 21:28:02.645163,40.750958,-73.995284,0101000020E6100000DA8EA9BBB27F52C0B45549641F604440
2010787,1438,1859395,Shared room,,New York,Brooklyn,Williamsburg,7,4.5,2,1.0,,75.0,,Sofa Bed in Amazing New Duplex Apt w/ 2 Terraces!,Apartment,2017-07-15 21:28:02.642581,40.718606,-73.943619,0101000020E61000009738F240647C52C0CD5A0A48FB5B4440
13845194,1438,16325691,Shared room,,New York,Brooklyn,Williamsburg,8,5.0,1,1.0,,75.0,,"Modern, stylish share in Williamsburg",Apartment,2017-07-15 21:28:02.640596,40.707254,-73.94414,0101000020E61000001CB62DCA6C7C52C08BFB8F4C875A4440
5055704,1438,3586177,Shared room,,New York,Manhattan,Lower East Side,38,5.0,1,1.0,,67.0,,Awesome Manhattan Space in LES,Apartment,2017-07-15 21:28:02.637704,40.720273,-73.985352,0101000020E610000016C3D501107F52C08D98D9E7315C4440
16367694,1438,33143394,Shared room,,New York,Brooklyn,Crown Heights,0,0.0,2,1.0,,65.0,,Cozy Master bedroom,Apartment,2017-07-15 21:28:02.633230,40.671962,-73.932696,0101000020E61000000B47904AB17B52C0CF13CFD902564440
13487793,1438,77271543,Shared room,,New York,Brooklyn,Boerum Hill,5,4.5,1,1.0,,65.0,,Studio w/patio near ALL trains! 1 stop from city.,Apartment,2017-07-15 21:28:00.151719,40.687999,-73.985797,0101000020E6100000ADDF4C4C177F52C02157EA5910584440
5763191,1438,29901463,Shared room,,New York,Manhattan,Upper West Side,55,5.0,1,1.0,,68.0,,"BEAUTIFUL APT UPPER WEST SIDE, 68St ONLY GIRLS",Apartment,2017-07-15 21:28:00.149639,40.772595,-73.979276,0101000020E61000007E703E75AC7E52C0CD069964E4624440
13685808,1438,49788254,Shared room,,New York,Manhattan,Hell's Kitchen,0,0.0,1,1.0,,70.0,,Shared Room for July & August,Apartment,2017-07-15 21:28:00.142690,40.757006,-73.99297,0101000020E61000002FFA0AD28C7F52C019709692E5604440
16299079,1438,23024991,Shared room,,New York,Manhattan,Upper East Side,21,5.0,2,1.0,,75.0,,Cozy & Comfortable Sleeper Sofa in Upper East Side,Apartment,2017-07-15 21:28:00.138070,40.77984,-73.94929,0101000020E6100000DF1AD82AC17C52C06B0E10CCD1634440
6970441,1438,36546997,Shared room,,New York,Brooklyn,Williamsburg,29,5.0,3,1.0,,68.0,,Cozy Spot Above Lorimer Stop!,Apartment,2017-07-15 21:28:00.135352,40.714119,-73.949593,0101000020E6100000ACE0B721C67C52C0E2395B40685B4440
3832932,1438,15192022,Shared room,,New York,Brooklyn,Sunset Park,7,5.0,2,1.0,,65.0,,Beautiful Sunset Park,Apartment,2017-07-15 21:28:00.132931,40.647515,-74.005901,0101000020E6100000E08096AE608052C0B05582C5E1524440
